都道府県,市区町村,店舗名・施設名,分類,評価,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名
鹿児島県,鹿児島市,鹿児島市「克灰袋の提供」,火山灰,B,火山灰専用袋を配布し、指定場所へ排出する制度。,https://www.city.kagoshima.lg.jp/kankyo/kankyo/eisei/kurashi/sekatsukankyo/kazanbai/kokuhaibukuro.html,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C,自治体ウェブ資料,,
鹿児島県,鹿児島市,鹿児島市「宅地内降灰指定置場」,灰ステーション,B,家庭で集めた火山灰を置く指定場所を市が管理。,https://www.city.kagoshima.lg.jp/kensetu/douro/douroiji/machizukuri/kotsu/doro/iji/kohai/setchi.html,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C,自治体ウェブ資料,,
鹿児島県,鹿児島市,鹿児島市「事業所敷地内への降灰指定置場」,事業所の灰,B,会社や店舗の敷地内に行政公認の灰置場を設け、市が収集する制度。,https://www.city.kagoshima.lg.jp/kensetu/douro/douroiji/machizukuri/kotsu/doro/iji/kohai/jigyoshonai.html,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C,自治体ウェブ資料,,
鹿児島県,鹿児島市,鹿児島市「桜島フェリー」,市営船,B,時刻表、入札、船員採用、可動橋補修など、市船舶局の事業を横断できる。,https://www.city.kagoshima.lg.jp/sakurajima-ferry/,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C,自治体ウェブ資料,,
鹿児島県,鹿児島市,鹿児島市「桜島フェリー時刻表」,市営船,B,鹿児島港と桜島港を結ぶ市営フェリーの時刻表。,https://www.city.kagoshima.lg.jp/sakurajima-ferry/koro-jikoku/timetable.html,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C,自治体ウェブ資料,,
沖縄県,宮古島市,宮古島市「地下ダム」,地下インフラ,S,地下の帯水層に壁を作り地下水をせき止める島特有の巨大インフラ。,https://www.city.miyakojima.lg.jp/jigyousya/nougyo/mizu.html,https://www.google.com/maps/search/?api=1&query=%E5%AE%AE%E5%8F%A4%E5%B3%B6%E5%B8%82%20%E6%B2%96%E7%B8%84%E7%9C%8C,自治体ウェブ資料,,
沖縄県,那覇市,那覇市「那覇市民共同墓」,墓地,B,合葬式墓地と短期収蔵納骨室を備える市営の共同墓。,https://www.city.naha.okinawa.jp/kurasitetuduki/okuyami/1008627.html,https://www.google.com/maps/search/?api=1&query=%E9%82%A3%E8%A6%87%E5%B8%82%20%E6%B2%96%E7%B8%84%E7%9C%8C,自治体ウェブ資料,,
東京都,東京都,東京都下水道局「Webで施設見学！」,下水道・施設見学,S,下水道・施設見学に関する自治体・公的機関の公開ページ。写真、施設情報、地域資料をたどる入口。,https://www.gesui.metro.tokyo.lg.jp/pr/kengaku/web,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%9D%B1%E4%BA%AC%E9%83%BD,自治体ウェブ資料,,
北海道,札幌市,雪堆積場ライブ映像,雪・ライブカメラ,B,雪・ライブカメラに関する自治体・公的機関の公開ページ。写真、施設情報、地域資料をたどる入口。,https://www4.city.sapporo.jp/cgi-bin/kensetsu/yuki/show_taiseki.cgi?type=4,https://www.google.com/maps/search/?api=1&query=%E6%9C%AD%E5%B9%8C%E5%B8%82%20%E5%8C%97%E6%B5%B7%E9%81%93,自治体ウェブ資料,,
富山県,富山市,消雪装置設置補助事業,消雪設備・町内設備,B,消雪設備・町内設備に関する自治体・公的機関の公開ページ。写真、施設情報、地域資料をたどる入口。,https://www.city.toyama.lg.jp/kurashi/road/1010280/1006953.html?print=1&temptype=1,https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E5%B1%B1%E5%B8%82%20%E5%AF%8C%E5%B1%B1%E7%9C%8C,自治体ウェブ資料,,
