"都道府県","市区町村","店舗名・施設名","分類","評価","説明・狙い目","公式サイト","Googleマップ","雰囲気","公式検索","地図検索名","参照"
"新潟県","新潟市","新潟県立植物園","巨大ドーム温室","S","全面ガラスの巨大ドーム。90年代県立施設感がかなり強い。
狙い目：全面ガラスのドームを外から見た輪郭と、内部から見上げた構造を比べたい。","https://botanical.greenery-niigata.or.jp/","https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E7%AB%8B%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%96%B0%E6%BD%9F%E5%B8%82%20%E6%96%B0%E6%BD%9F%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://botanical.greenery-niigata.or.jp/"
"富山県","富山市","富山県中央植物園","大型温室群","S","複数温室を公共施設的なホールで接続。
狙い目：温室をつなぐホールで立ち止まり、植物展示から公共施設の共用部へ戻る切り替わりを観察する。","http://www.bgtym.org/","https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E5%B1%B1%E7%9C%8C%E4%B8%AD%E5%A4%AE%E6%A4%8D%E7%89%A9%E5%9C%92%20%E5%AF%8C%E5%B1%B1%E5%B8%82%20%E5%AF%8C%E5%B1%B1%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.bgtym.org/"
"石川県","七尾市","のと蘭ノ国","大型温室","S","巨大温室と地方観光施設の組み合わせ。営業状況要確認。
狙い目：温室の大きさと観光施設としての敷地構成が対象。現行の公開範囲を起点に、温室と周辺施設の関係を見たい。","https://www.notorannokuni.com/","https://www.google.com/maps/search/?api=1&query=%E3%81%AE%E3%81%A8%E8%98%AD%E3%83%8E%E5%9B%BD%20%E4%B8%83%E5%B0%BE%E5%B8%82%20%E7%9F%B3%E5%B7%9D%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.notorannokuni.com/"
"長野県","長野市","長野県植物園（戸隠森林植物園）","森林植物園","B","温室ではないが公共自然施設としての静けさがある。
狙い目：温室内の人工環境ではなく、園路と森林を見せる仕組みに注目。自然の中に設けられた観察経路をたどる。","https://www.pref.nagano.lg.jp/nagachi/nagachi-rimmu/shokonorin/togakusisinrinsyokubutuen.html","https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E6%A4%8D%E7%89%A9%E5%9C%92%EF%BC%88%E6%88%B8%E9%9A%A0%E6%A3%AE%E6%9E%97%E6%A4%8D%E7%89%A9%E5%9C%92%EF%BC%89%20%E9%95%B7%E9%87%8E%E5%B8%82%20%E9%95%B7%E9%87%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.pref.nagano.lg.jp/nagachi/nagachi-rimmu/shokonorin/togakusisinrinsyokubutuen.html"
"岐阜県","可児市","花フェスタ記念公園／ぎふワールド・ローズガーデン","大型植物公園","B","博覧会跡地由来の巨大公共園芸施設。
狙い目：博覧会由来の広い園地として、各エリア間を歩く距離と景観の切り替わりを見たい。","https://gifu-wrg.jp/","https://www.google.com/maps/search/?api=1&query=%E8%8A%B1%E3%83%95%E3%82%A7%E3%82%B9%E3%82%BF%E8%A8%98%E5%BF%B5%E5%85%AC%E5%9C%92%EF%BC%8F%E3%81%8E%E3%81%B5%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%83%BB%E3%83%AD%E3%83%BC%E3%82%BA%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%20%E5%8F%AF%E5%85%90%E5%B8%82%20%E5%B2%90%E9%98%9C%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://gifu-wrg.jp/"
"静岡県","浜松市","はままつフラワーパーク 大温室クリスタルパレス","大温室","S","名称通り巨大なガラス温室。地方博覧会施設的なスケール。
狙い目：ガラス温室の外形と内部の広がりを合わせて見る。植物の展示と大きな屋根の関係が対象。","https://e-flowerpark.com/","https://www.google.com/maps/search/?api=1&query=%E3%81%AF%E3%81%BE%E3%81%BE%E3%81%A4%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%20%E5%A4%A7%E6%B8%A9%E5%AE%A4%E3%82%AF%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%AB%E3%83%91%E3%83%AC%E3%82%B9%20%E6%B5%9C%E6%9D%BE%E5%B8%82%20%E9%9D%99%E5%B2%A1%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://e-flowerpark.com/"
"静岡県","東伊豆町","熱川バナナワニ園","熱帯温室群","S","昭和観光施設＋大量の温室。植物園として見ても非常に強い。
狙い目：温室が連なる観光施設として、区画ごとの植物と移動経路の違いを比べたい。","http://bananawani.jp/","https://www.google.com/maps/search/?api=1&query=%E7%86%B1%E5%B7%9D%E3%83%90%E3%83%8A%E3%83%8A%E3%83%AF%E3%83%8B%E5%9C%92%20%E6%9D%B1%E4%BC%8A%E8%B1%86%E7%94%BA%20%E9%9D%99%E5%B2%A1%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://bananawani.jp/"
"愛知県","名古屋市","東山植物園 温室前館","歴史的温室","S","1936年建築。古い鉄骨ガラス温室そのものが主役級。
狙い目：鉄骨とガラスの細かな反復が狙い目。植物を見る視線と建築を見上げる視線を切り替えて観察する。","https://www.pref.aichi.jp/kyoiku/bunka/bunkazainavi/yukei/kenzoubutu/kunisitei/0075.html","https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E5%B1%B1%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%B8%A9%E5%AE%A4%E5%89%8D%E9%A4%A8%20%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E6%84%9B%E7%9F%A5%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.pref.aichi.jp/kyoiku/bunka/bunkazainavi/yukei/kenzoubutu/kunisitei/0075.html"
"愛知県","名古屋市","名古屋市農業センター delaふぁーむ","農業施設・温室","A","市営農業施設の実用感と温室・畜産施設が混在。
狙い目：温室と畜産施設が同じ敷地にある構成をたどる。農業の実用的な用途と来園者向けの展示の関係を見たい。","https://dela-farm.com/","https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E8%BE%B2%E6%A5%AD%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20dela%E3%81%B5%E3%81%81%E3%83%BC%E3%82%80%20%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%20%E6%84%9B%E7%9F%A5%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://dela-farm.com/"
"京都府","京都市","京都府立植物園 観覧温室","巨大温室","S","日本最大級。気候帯が連続的に切り替わる人工世界。
狙い目：気候帯の境目を追い、順路に沿って植物の姿と周囲の見え方がどう変わるかを観察する。","http://www.pref.kyoto.jp/plant/11900018.html","https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E7%AB%8B%E6%A4%8D%E7%89%A9%E5%9C%92%20%E8%A6%B3%E8%A6%A7%E6%B8%A9%E5%AE%A4%20%E4%BA%AC%E9%83%BD%E5%B8%82%20%E4%BA%AC%E9%83%BD%E5%BA%9C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.pref.kyoto.jp/plant/11900018.html"
"大阪府","大阪市","咲くやこの花館","巨大温室","S","花博由来の巨大人工環境と公共施設建築。
狙い目：花博由来の大空間として、温室の骨組みと展示区画のスケール差を見る。","https://www.sakuyakonohana.jp/","https://www.google.com/maps/search/?api=1&query=%E5%92%B2%E3%81%8F%E3%82%84%E3%81%93%E3%81%AE%E8%8A%B1%E9%A4%A8%20%E5%A4%A7%E9%98%AA%E5%B8%82%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.sakuyakonohana.jp/"
"大阪府","交野市","大阪公立大学附属植物園","大学植物園","A","研究林・植物園としての非観光的な空気。
狙い目：研究林と植物展示の配置を観察する。観光的な演出の有無より、植物を分類して育てる仕組みを読みたい。","https://www.omu.ac.jp/bg/","https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%98%AA%E5%85%AC%E7%AB%8B%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E6%A4%8D%E7%89%A9%E5%9C%92%20%E4%BA%A4%E9%87%8E%E5%B8%82%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.omu.ac.jp/bg/"
"兵庫県","加西市","兵庫県立フラワーセンター","大温室群","S","複数の温室、池、県立施設。地方公共植物園としてかなり強い。
狙い目：温室・池・園路を一緒にたどり、屋内展示と屋外の水辺をどう接続しているかを見る。","https://flowercenter.jp/","https://www.google.com/maps/search/?api=1&query=%E5%85%B5%E5%BA%AB%E7%9C%8C%E7%AB%8B%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E5%8A%A0%E8%A5%BF%E5%B8%82%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://flowercenter.jp/"
"兵庫県","神戸市","神戸市立森林植物園","森林植物園","B","人工林・公共施設・広大な園路の組み合わせ。
狙い目：園路の長さと植栽区画の切り替わりが対象。広い森林を来園者にどう見せるかという構成に注目。","http://www.kobe-park.or.jp/shinrin/","https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E6%88%B8%E5%B8%82%E7%AB%8B%E6%A3%AE%E6%9E%97%E6%A4%8D%E7%89%A9%E5%9C%92%20%E7%A5%9E%E6%88%B8%E5%B8%82%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.kobe-park.or.jp/shinrin/"
"兵庫県","神戸市","神戸どうぶつ王国","巨大温室型施設","A","旧花鳥園系。巨大な屋内植物空間として見ると面白い。
狙い目：植物と動物を同じ屋内空間で見せる構成を観察する。大きな屋根の下で用途が切り替わる地点が狙い目。","https://www.kobe-oukoku.com/","https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E6%88%B8%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%8E%8B%E5%9B%BD%20%E7%A5%9E%E6%88%B8%E5%B8%82%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.kobe-oukoku.com/"
"和歌山県","岩出市","和歌山県植物公園 緑花センター","県立植物公園・温室","S","地方県立施設、温室、展示室の組み合わせが狙い目。
狙い目：温室と展示室を行き来し、植物そのものを見せる区画と説明する区画の雰囲気を比べたい。","http://www.w-botanicalgarden.jp/","https://www.google.com/maps/search/?api=1&query=%E5%92%8C%E6%AD%8C%E5%B1%B1%E7%9C%8C%E6%A4%8D%E7%89%A9%E5%85%AC%E5%9C%92%20%E7%B7%91%E8%8A%B1%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E5%B2%A9%E5%87%BA%E5%B8%82%20%E5%92%8C%E6%AD%8C%E5%B1%B1%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.w-botanicalgarden.jp/"
"鳥取県","南部町","とっとり花回廊","大型植物公園・温室","S","巨大フラワードームと長い回廊。人工環境として非常に強い。
狙い目：フラワードームと長い回廊の関係を見る。回廊から園地を眺める視線と、ドーム内に包まれる感覚の対比が対象。","https://www.tottorihanakairou.or.jp/?utm_source","https://www.google.com/maps/search/?api=1&query=%E3%81%A8%E3%81%A3%E3%81%A8%E3%82%8A%E8%8A%B1%E5%9B%9E%E5%BB%8A%20%E5%8D%97%E9%83%A8%E7%94%BA%20%E9%B3%A5%E5%8F%96%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.tottorihanakairou.or.jp/?utm_source"
"島根県","松江市","松江フォーゲルパーク","巨大温室","S","巨大温室と動く歩道、展望施設。テーマパーク型リミナル。
狙い目：動く歩道や展望施設を通る移動そのものが狙い目。温室を含む各区画のつなぎ方を観察する。","https://www.ichibata.co.jp/vogelpark/","https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E6%B1%9F%E3%83%95%E3%82%A9%E3%83%BC%E3%82%B2%E3%83%AB%E3%83%91%E3%83%BC%E3%82%AF%20%E6%9D%BE%E6%B1%9F%E5%B8%82%20%E5%B3%B6%E6%A0%B9%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.ichibata.co.jp/vogelpark/"
"広島県","広島市","広島市植物公園","大温室","S","巨大ガラス温室と70年代公共施設感。かなり有力。
狙い目：大温室を外から見た大きさと内部の植物の密度を比べたい。ガラスと構造材の反復にも注目。","","https://www.google.com/maps/search/?api=1&query=%E5%BA%83%E5%B3%B6%E5%B8%82%E6%A4%8D%E7%89%A9%E5%85%AC%E5%9C%92%20%E5%BA%83%E5%B3%B6%E5%B8%82%20%E5%BA%83%E5%B3%B6%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","",""
"山口県","宇部市","ときわミュージアム 世界を旅する植物館","植物館・温室","A","公園内の人工的な植物展示空間。
狙い目：植物の展示環境を公園の一部として見る。公園の開放感から室内の囲われた空間への切り替わりが対象。","https://www.tokiwapark.jp/museum/","https://www.google.com/maps/search/?api=1&query=%E3%81%A8%E3%81%8D%E3%82%8F%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0%20%E4%B8%96%E7%95%8C%E3%82%92%E6%97%85%E3%81%99%E3%82%8B%E6%A4%8D%E7%89%A9%E9%A4%A8%20%E5%AE%87%E9%83%A8%E5%B8%82%20%E5%B1%B1%E5%8F%A3%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://www.tokiwapark.jp/museum/"
"香川県","高松市","香川県園芸総合センター","園芸研究施設","A","観光地より農業・園芸行政施設寄りの空気。
狙い目：園芸の普及や栽培を担う施設として、展示と実務の関係を案内から読みたい。","","https://www.google.com/maps/search/?api=1&query=%E9%A6%99%E5%B7%9D%E7%9C%8C%E5%9C%92%E8%8A%B8%E7%B7%8F%E5%90%88%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E9%AB%98%E6%9D%BE%E5%B8%82%20%E9%A6%99%E5%B7%9D%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","",""
"福岡県","福岡市","福岡市植物園 温室","大温室","S","都市型公共植物園。大温室の構造と通路が良い。
狙い目：大温室の構造を見上げる位置と通路から植物を見る位置を比べ、公共植物園の展示動線をたどる。","","https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E5%B8%82%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%B8%A9%E5%AE%A4%20%E7%A6%8F%E5%B2%A1%E5%B8%82%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","",""
"長崎県","西海市","長崎バイオパーク","熱帯植物・動物施設","A","昭和〜平成型観光施設と熱帯環境の混在。
狙い目：熱帯環境の展示と観光施設の動線を合わせて観察したい。自然らしく見せた空間をどう巡らせるかを見る。","http://www.biopark.co.jp/","https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E3%83%90%E3%82%A4%E3%82%AA%E3%83%91%E3%83%BC%E3%82%AF%20%E8%A5%BF%E6%B5%B7%E5%B8%82%20%E9%95%B7%E5%B4%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.biopark.co.jp/"
"熊本県","熊本市","熊本市動植物園 花の休憩所","温室・動植物園","A","市営動植物園の人工自然空間として見ると良い。
狙い目：花を見る空間と休憩の用途の関係が対象。動植物園を歩く途中で立ち寄る場所としての性格を見る。","http://www.ezooko.jp/","https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E5%B8%82%E5%8B%95%E6%A4%8D%E7%89%A9%E5%9C%92%20%E8%8A%B1%E3%81%AE%E4%BC%91%E6%86%A9%E6%89%80%20%E7%86%8A%E6%9C%AC%E5%B8%82%20%E7%86%8A%E6%9C%AC%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.ezooko.jp/"
"宮崎県","宮崎市","宮交ボタニックガーデン青島","亜熱帯植物園・温室","A","南国観光施設の古い系譜と温室がある。
狙い目：温室と青島周辺の南国景観の違いを比べたい。管理された植物展示と観光地の日常的な風景の境目が対象。","https://mppf.or.jp/aoshima/","https://www.google.com/maps/search/?api=1&query=%E5%AE%AE%E4%BA%A4%E3%83%9C%E3%82%BF%E3%83%8B%E3%83%83%E3%82%AF%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E9%9D%92%E5%B3%B6%20%E5%AE%AE%E5%B4%8E%E5%B8%82%20%E5%AE%AE%E5%B4%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://mppf.or.jp/aoshima/"
"鹿児島県","指宿市","フラワーパークかごしま","大型植物公園・温室","S","南端の巨大県立植物施設。温室と広い人工景観。
狙い目：園地を歩く距離と温室内の密度を対比する。大規模な園芸施設としての人工的な景観構成を見たい。","http://www.fp-k.org/","https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%E3%81%8B%E3%81%94%E3%81%97%E3%81%BE%20%E6%8C%87%E5%AE%BF%E5%B8%82%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.fp-k.org/"
"沖縄県","沖縄市","東南植物楽園","熱帯植物園","A","温室より屋外主体だが、人工熱帯景観として強い。
狙い目：屋外の熱帯植栽を通して、園路と植物の配置の関係を見る。温室の壁がない場所で人工景観がどう成立するかが対象。","http://www.southeast-botanical.jp/","https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E5%8D%97%E6%A4%8D%E7%89%A9%E6%A5%BD%E5%9C%92%20%E6%B2%96%E7%B8%84%E5%B8%82%20%E6%B2%96%E7%B8%84%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.southeast-botanical.jp/"
"沖縄県","本部町","海洋博公園 熱帯ドリームセンター","巨大温室・博覧会施設","S","海洋博公園内。巨大温室、塔、回廊、博覧会跡地感が非常に強い。
狙い目：温室・塔・回廊を一続きの建築として見る。屋内外と高低差を切り替える経路に博覧会施設らしい構成を探したい。","http://oki-park.jp/kaiyohaku/inst/38","https://www.google.com/maps/search/?api=1&query=%E6%B5%B7%E6%B4%8B%E5%8D%9A%E5%85%AC%E5%9C%92%20%E7%86%B1%E5%B8%AF%E3%83%89%E3%83%AA%E3%83%BC%E3%83%A0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9C%AC%E9%83%A8%E7%94%BA%20%E6%B2%96%E7%B8%84%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://oki-park.jp/kaiyohaku/inst/38"
"長崎県","佐世保市","九十九島動植物園森きらら","生物","B","植物、生態系、人工環境での育成を扱う。
狙い目：動植物園の中の植物展示として、植物の配置と生育環境の説明を読みたい。","https://www.morikirara.jp/","https://www.google.com/maps/search/?api=1&query=%E4%B9%9D%E5%8D%81%E4%B9%9D%E5%B3%B6%E5%8B%95%E6%A4%8D%E7%89%A9%E5%9C%92%E6%A3%AE%E3%81%8D%E3%82%89%E3%82%89%20%E9%95%B7%E5%B4%8E%E7%9C%8C%20%E4%BD%90%E4%B8%96%E4%BF%9D%E5%B8%82","科学系施設","","","公式サイト：https://www.morikirara.jp/"
