"都道府県","市区町村","店舗名・施設名","分類","評価","説明・狙い目","公式サイト","Googleマップ","雰囲気","公式検索","地図検索名","参照"
"富山県","富山市","富山県立中央病院店","","","富山県立中央病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%AF%8C%E5%B1%B1%E7%9C%8C%E7%AB%8B%E4%B8%AD%E5%A4%AE%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E5%B1%B1%E7%9C%8C%E7%AB%8B%E4%B8%AD%E5%A4%AE%E7%97%85%E9%99%A2%E5%BA%97%20%E5%AF%8C%E5%B1%B1%E7%9C%8C%E7%AB%8B%E4%B8%AD%E5%A4%AE%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%AF%8C%E5%B1%B1%E7%9C%8C%E7%AB%8B%E4%B8%AD%E5%A4%AE%E7%97%85%E9%99%A2%E5%BA%97"
"石川県","金沢市","金沢大学病院店","","","金沢大学附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E9%87%91%E6%B2%A2%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E9%87%91%E6%B2%A2%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E9%87%91%E6%B2%A2%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E9%87%91%E6%B2%A2%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"福井県","吉田郡永平寺町","福井大学病院店","","","福井大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%A6%8F%E4%BA%95%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BA%95%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E7%A6%8F%E4%BA%95%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%A6%8F%E4%BA%95%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"福井県","福井市","福井赤十字病院店","","","福井赤十字病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%A6%8F%E4%BA%95%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E4%BA%95%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97%20%E7%A6%8F%E4%BA%95%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%A6%8F%E4%BA%95%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97"
"長野県","長野市","長野赤十字病院店","","","長野赤十字病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E9%95%B7%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97%20%E9%95%B7%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E9%95%B7%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97"
"京都府","京都市左京区","京都大学病院店","","","京都大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E4%BA%AC%E9%83%BD%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"滋賀県","大津市","滋賀医大病院店","","","滋賀医科大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%BB%8B%E8%B3%80%E5%8C%BB%E5%A4%A7%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%BB%8B%E8%B3%80%E5%8C%BB%E5%A4%A7%E7%97%85%E9%99%A2%E5%BA%97%20%E6%BB%8B%E8%B3%80%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%BB%8B%E8%B3%80%E5%8C%BB%E5%A4%A7%E7%97%85%E9%99%A2%E5%BA%97"
"大阪府","大阪市福島区","JCHO大阪病院店","","","JCHO大阪病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=JCHO%E5%A4%A7%E9%98%AA%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=JCHO%E5%A4%A7%E9%98%AA%E7%97%85%E9%99%A2%E5%BA%97%20JCHO%E5%A4%A7%E9%98%AA%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=JCHO%E5%A4%A7%E9%98%AA%E7%97%85%E9%99%A2%E5%BA%97"
"大阪府","大阪市天王寺区","大阪赤十字病院店","","","大阪赤十字病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%A4%A7%E9%98%AA%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%98%AA%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97%20%E5%A4%A7%E9%98%AA%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%A4%A7%E9%98%AA%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97"
"大阪府","大阪市住吉区","府立総合医療センター店","","","大阪府立病院機構大阪急性期・総合医療センター内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%BA%9C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%BA%9C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97%20%E5%A4%A7%E9%98%AA%E5%BA%9C%E7%AB%8B%E7%97%85%E9%99%A2%E6%A9%9F%E6%A7%8B%E5%A4%A7%E9%98%AA%E6%80%A5%E6%80%A7%E6%9C%9F%E3%83%BB%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%BA%9C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97"
"兵庫県","神戸市中央区","神戸中央市民病院店","","","神戸市立医療センター中央市民病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%A5%9E%E6%88%B8%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E6%88%B8%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97%20%E7%A5%9E%E6%88%B8%E5%B8%82%E7%AB%8B%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%A5%9E%E6%88%B8%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97"
"兵庫県","西宮市","兵庫医科大学病院店","","","兵庫医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%85%B5%E5%BA%AB%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%85%B5%E5%BA%AB%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E5%85%B5%E5%BA%AB%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%85%B5%E5%BA%AB%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"兵庫県","加古川市","加古川中央市民病院店","","","加古川中央市民病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%8A%A0%E5%8F%A4%E5%B7%9D%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%8A%A0%E5%8F%A4%E5%B7%9D%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97%20%E5%8A%A0%E5%8F%A4%E5%B7%9D%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%8A%A0%E5%8F%A4%E5%B7%9D%E4%B8%AD%E5%A4%AE%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97"
"和歌山県","和歌山市","日本赤十字社和歌山医療センター店","","","日本赤十字社和歌山医療センター内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%97%A5%E6%9C%AC%E8%B5%A4%E5%8D%81%E5%AD%97%E7%A4%BE%E5%92%8C%E6%AD%8C%E5%B1%B1%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E8%B5%A4%E5%8D%81%E5%AD%97%E7%A4%BE%E5%92%8C%E6%AD%8C%E5%B1%B1%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97%20%E6%97%A5%E6%9C%AC%E8%B5%A4%E5%8D%81%E5%AD%97%E7%A4%BE%E5%92%8C%E6%AD%8C%E5%B1%B1%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%97%A5%E6%9C%AC%E8%B5%A4%E5%8D%81%E5%AD%97%E7%A4%BE%E5%92%8C%E6%AD%8C%E5%B1%B1%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97"
"鳥取県","米子市","鳥取大学医学部附属病院店","","","鳥取大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E9%B3%A5%E5%8F%96%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E9%B3%A5%E5%8F%96%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%BA%97%20%E9%B3%A5%E5%8F%96%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E9%B3%A5%E5%8F%96%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%BA%97"
"岡山県","岡山市北区","岡山市民病院店","","","岡山市立市民病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%B2%A1%E5%B1%B1%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%B2%A1%E5%B1%B1%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97%20%E5%B2%A1%E5%B1%B1%E5%B8%82%E7%AB%8B%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%B2%A1%E5%B1%B1%E5%B8%82%E6%B0%91%E7%97%85%E9%99%A2%E5%BA%97"
"山口県","宇部市","山口大学医学部附属病院店","","","山口大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%B1%B1%E5%8F%A3%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E5%8F%A3%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%BA%97%20%E5%B1%B1%E5%8F%A3%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%B1%B1%E5%8F%A3%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%BA%97"
"山口県","防府市","山口県立総合医療センター店","","","山口県立総合医療センター内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97%20%E5%B1%B1%E5%8F%A3%E7%9C%8C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E7%AB%8B%E7%B7%8F%E5%90%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97"
"山口県","岩国市","岩国医療センター店","","","国立病院機構岩国医療センター内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%B2%A9%E5%9B%BD%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E5%9B%BD%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97%20%E5%9B%BD%E7%AB%8B%E7%97%85%E9%99%A2%E6%A9%9F%E6%A7%8B%E5%B2%A9%E5%9B%BD%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%B2%A9%E5%9B%BD%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97"
"徳島県","徳島市","徳島大学病院店","","","徳島大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%BE%B3%E5%B3%B6%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%BE%B3%E5%B3%B6%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E5%BE%B3%E5%B3%B6%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%BE%B3%E5%B3%B6%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"愛媛県","松山市","松山赤十字病院店","","","松山赤十字病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%9D%BE%E5%B1%B1%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E5%B1%B1%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97%20%E6%9D%BE%E5%B1%B1%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%9D%BE%E5%B1%B1%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97"
"愛媛県","東温市","愛媛大学病院店","","","愛媛大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%84%9B%E5%AA%9B%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E5%AA%9B%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E6%84%9B%E5%AA%9B%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%84%9B%E5%AA%9B%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"高知県","南国市","高知大学病院店","","","高知大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E9%AB%98%E7%9F%A5%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%9F%A5%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E9%AB%98%E7%9F%A5%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E9%AB%98%E7%9F%A5%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"福岡県","福岡市東区","九州大学病院店","","","九州大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"福岡県","北九州市八幡西区","産業医科大学病院店","","","産業医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%94%A3%E6%A5%AD%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%94%A3%E6%A5%AD%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E7%94%A3%E6%A5%AD%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%94%A3%E6%A5%AD%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"熊本県","熊本市中央区","熊本大学病院店","","","熊本大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%86%8A%E6%9C%AC%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"沖縄県","宜野湾市","琉球大学病院店","","","琉球大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%90%89%E7%90%83%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%90%89%E7%90%83%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E7%90%89%E7%90%83%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%90%89%E7%90%83%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
